Station, Sample, Depth,   Salinity,    Temp, d13C-DIC,  DIC,   ALK
BERM, 2014-10-26,10,36.4467,     NaN,0.819,2055.29,2384.97
BERM, 2014-12-09,10,36.6401,23.2833,0.813,2058.32,2391.46
BERM, 2015-02-01,10,36.57718333,     NaN,0.688,2077.93,2392.36
BERM, 2015-03-12,10,36.54121667,     NaN,0.688,2081.3,2384.095
BERM, 2015-05-11,10,         NaN,     NaN,0.742,2076.06,      NaN
BERM, 2015-06-26,10,36.64,26.6914,0.714,2072.68,2399.2
BERM, 2015-07-14,10,36.655,27.7211,0.735,2067.15,2396.33
BERM, 2015-09-15,10,36.29,27.8452,0.833,2033.37,2373.3
BERM, 2015-09-15,10,36.288,     NaN,0.805,2034.15,2369.61
BERM, 2015-12-01,10,36.551,23.1685,0.782,2061.19,2393.11
BERM, 2015-12-15,10,36.526,23.0808,0.586,2071.44,2373.65
BERM, 2016-06-13,10,36.5021,24.2777,0.713,2069.92,2384.3
BERM, 2016-07-21,10,36.2891,27.2163,0.836,2040.28,2372.57
BERM, 2016-07-21,10,36.2894,     NaN,0.804,2040.39,2372.175
BERM, 2016-08-16,10,36.4654,     NaN,0.787,2045.22,2373.445
BERM, 2016-09-19,10,36.51,29.0707,0.799,2047,2386.31
BERM, 2016-10-18,10,         NaN,25.186,0.795,2053.02,      NaN
BERM, 2016-11-18,10,36.624,     NaN,0.759,2064.62,2392.37
BERM, 2016-12-12,5,36.686,     NaN,0.712,2074.74,2385.76
BERM, 2017-01-06,10,36.618,     NaN,0.732,2072.39,2385.5
BERM, 2017-02-15,10,36.728,     NaN,0.648,2082.9,2400.89
BERM, 2017-04-09,10,36.687,     NaN,0.632,2089.45,2394.62
