  Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally
    ,   ,        ,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled
    ,   ,   Excel,          ,   [ppm],    [ppm] ,      [ppm],    [ppm],       [ppm],    [ppm]
1994, 05,   34469, 1994.3699,   364.54,   359.23,     364.80,   359.49,     364.54,   359.23
1994, 06,   34500, 1994.4548,   363.12,   360.37,     362.32,   359.68,     363.12,   360.37
1994, 07,   34530, 1994.5370,   354.30,   359.55,     354.46,   359.86,     354.30,   359.55
1994, 08,   34561, 1994.6219,   347.69,   359.00,     348.71,   360.06,     347.69,   359.00
1994, 09,   34592, 1994.7068,   349.99,   359.11,     351.22,   360.26,     349.99,   359.11
1994, 10,   34622, 1994.7890,   357.48,   361.52,     356.51,   360.47,     357.48,   361.52
1994, 11,   34653, 1994.8740,   359.32,   359.21,     360.85,   360.68,     359.32,   359.21
1994, 12,   34683, 1994.9562,   364.73,   361.79,     363.86,   360.89,     364.73,   361.79
1995, 01,   34714, 1995.0411,   365.41,   361.18,     365.35,   361.10,     365.41,   361.18
1995, 02,   34745, 1995.1260,   366.88,   362.04,     366.17,   361.31,     366.88,   362.04
