Station, Sample, Depth,   Salinity,    Temp, d13C-DIC,  DIC,   ALK
HAWI, 2015-06-18,5,         NaN,     NaN,0.935,1995.55,2313.38
HAWI, 2015-06-18,5,35.0736,     NaN,0.935,1995.08,2312.87
HAWI, 2015-08-12,5,35.3225,     NaN,0.927,2004.41,2324.28
HAWI, 2015-10-13,5,35.2748,25.9,0.958,1995.92,2333.55
HAWI, 2015-11-13,5,35.1966,25.7,0.952,1996.34,2315
HAWI, 2015-12-08,5,35.0146,     NaN,0.886,1986.42,2307.77
HAWI, 2016-02-09,5,35.0318,     NaN,0.823,1998.7,2309.375
HAWI, 2016-03-09,5,35.0896,     NaN,0.896,1997.01,2312.285
HAWI, 2016-04-14,5,34.9048,     NaN,0.857,1985.86,2299.36
HAWI, 2016-07-11,5,34.8889,     NaN,0.896,1986.13,2300.035
HAWI, 2016-08-09,5,34.8994,     NaN,0.818,1987.6,2296.475
HAWI, 2016-10-15,5,34.9704,     NaN,0.881,1987.44,2301.61
HAWI, 2016-11-26,5,35.1393,     NaN,0.882,1996.93,2312.765
