"","Yr","Mn","station","CO2_concentration","hemisphere"
"1207",1974,"May","kum",NA,"northern"
"1208",1974,"May","chr",NA,"northern"
"1209",1974,"May","sam",NA,"southern"
"1210",1974,"May","ker",NA,"southern"
"1211",1974,"May","nzd",NA,"southern"
"1212",1974,"Jun","alt",NA,"northern"
"1213",1974,"Jun","mlo",331.54,"northern"
"1214",1974,"Jun","kum",NA,"northern"
"1215",1974,"Jun","chr",NA,"northern"
"1216",1974,"Jun","sam",NA,"southern"
"1217",1974,"Jun","ker",NA,"southern"
"1218",1974,"Jun","nzd",NA,"southern"
"1219",1974,"Jul","alt",NA,"northern"
"1220",1974,"Jul","mlo",331.05,"northern"
"1221",1974,"Jul","kum",NA,"northern"
"1222",1974,"Jul","chr",NA,"northern"
"1223",1974,"Jul","sam",NA,"southern"
"1224",1974,"Jul","ker",NA,"southern"
"1225",1974,"Jul","nzd",NA,"southern"
"1226",1974,"Aug","alt",NA,"northern"
"1227",1974,"Aug","mlo",329.03,"northern"
"1228",1974,"Aug","kum",NA,"northern"
"1229",1974,"Aug","chr",NA,"northern"
"1230",1974,"Aug","sam",NA,"southern"
"1231",1974,"Aug","ker",NA,"southern"
"1232",1974,"Aug","nzd",NA,"southern"
"1233",1974,"Sep","alt",NA,"northern"
"1234",1974,"Sep","mlo",326.75,"northern"
"1235",1974,"Sep","kum",NA,"northern"
"1236",1974,"Sep","chr",NA,"northern"
"1237",1974,"Sep","sam",NA,"southern"
"1238",1974,"Sep","ker",NA,"southern"
"1239",1974,"Sep","nzd",NA,"southern"
"1240",1974,"Oct","alt",NA,"northern"
"1241",1974,"Oct","mlo",327.81,"northern"
"1242",1974,"Oct","kum",NA,"northern"
"1243",1974,"Oct","chr",NA,"northern"
"1244",1974,"Oct","sam",NA,"southern"
"1245",1974,"Oct","ker",NA,"southern"
"1246",1974,"Oct","nzd",NA,"southern"
"1247",1974,"Nov","alt",NA,"northern"
"1248",1974,"Nov","mlo",328.82,"northern"
"1249",1974,"Nov","kum",NA,"northern"
"1250",1974,"Nov","chr",NA,"northern"
"1251",1974,"Nov","sam",NA,"southern"
"1252",1974,"Nov","ker",NA,"southern"
"1253",1974,"Nov","nzd",NA,"southern"
"1254",1974,"Dec","alt",NA,"northern"
"1255",1974,"Dec","mlo",330.41,"northern"
"1256",1974,"Dec","kum",NA,"northern"
"1257",1974,"Dec","chr",331.26,"northern"
"1258",1974,"Dec","sam",NA,"southern"
"1259",1974,"Dec","ker",NA,"southern"
"1260",1974,"Dec","nzd",NA,"southern"
"1261",1975,"Jan","alt",NA,"northern"
"1262",1975,"Jan","mlo",330.76,"northern"
"1263",1975,"Jan","kum",NA,"northern"
"1264",1975,"Jan","chr",331.93,"northern"
"1265",1975,"Jan","sam",NA,"southern"
"1266",1975,"Jan","ker",NA,"southern"
"1267",1975,"Jan","nzd",NA,"southern"
"1268",1975,"Feb","alt",NA,"northern"
"1269",1975,"Feb","mlo",331.08,"northern"
"1270",1975,"Feb","kum",NA,"northern"
"1271",1975,"Feb","chr",331.92,"northern"
"1272",1975,"Feb","sam",NA,"southern"
"1273",1975,"Feb","ker",NA,"southern"
"1274",1975,"Feb","nzd",NA,"southern"
"1275",1975,"Mar","alt",NA,"northern"
"1276",1975,"Mar","mlo",332.11,"northern"
"1277",1975,"Mar","kum",NA,"northern"
"1278",1975,"Mar","chr",331.92,"northern"
"1279",1975,"Mar","sam",NA,"southern"
"1280",1975,"Mar","ker",NA,"southern"
"1281",1975,"Mar","nzd",NA,"southern"
"1282",1975,"Apr","alt",NA,"northern"
"1283",1975,"Apr","mlo",333.25,"northern"
"1284",1975,"Apr","kum",NA,"northern"
"1285",1975,"Apr","chr",332.55,"northern"
"1286",1975,"Apr","sam",NA,"southern"
"1287",1975,"Apr","ker",NA,"southern"
"1288",1975,"Apr","nzd",NA,"southern"
"1289",1975,"May","alt",NA,"northern"
"1290",1975,"May","mlo",334.27,"northern"
"1291",1975,"May","kum",NA,"northern"
"1292",1975,"May","chr",332.3,"northern"
"1293",1975,"May","sam",NA,"southern"
"1294",1975,"May","ker",NA,"southern"
"1295",1975,"May","nzd",NA,"southern"
"1296",1975,"Jun","alt",NA,"northern"
"1297",1975,"Jun","mlo",332.52,"northern"
"1298",1975,"Jun","kum",NA,"northern"
"1299",1975,"Jun","chr",332.44,"northern"
"1300",1975,"Jun","sam",NA,"southern"
"1301",1975,"Jun","ker",NA,"southern"
"1302",1975,"Jun","nzd",NA,"southern"
"1303",1975,"Jul","alt",NA,"northern"
"1304",1975,"Jul","mlo",331.9,"northern"
"1305",1975,"Jul","kum",NA,"northern"
"1306",1975,"Jul","chr",332.07,"northern"
"1307",1975,"Jul","sam",NA,"southern"
"1308",1975,"Jul","ker",NA,"southern"
"1309",1975,"Jul","nzd",NA,"southern"
"1310",1975,"Aug","alt",NA,"northern"
"1311",1975,"Aug","mlo",329.98,"northern"
"1312",1975,"Aug","kum",NA,"northern"
"1313",1975,"Aug","chr",331.27,"northern"
"1314",1975,"Aug","sam",NA,"southern"
"1315",1975,"Aug","ker",NA,"southern"
"1316",1975,"Aug","nzd",NA,"southern"
"1317",1975,"Sep","alt",NA,"northern"
"1318",1975,"Sep","mlo",329.18,"northern"
"1319",1975,"Sep","kum",NA,"northern"
"1320",1975,"Sep","chr",331.59,"northern"
"1321",1975,"Sep","sam",NA,"southern"
"1322",1975,"Sep","ker",NA,"southern"
"1323",1975,"Sep","nzd",NA,"southern"
"1324",1975,"Oct","alt",NA,"northern"
"1325",1975,"Oct","mlo",328.35,"northern"
"1326",1975,"Oct","kum",NA,"northern"
"1327",1975,"Oct","chr",332.27,"northern"
"1328",1975,"Oct","sam",NA,"southern"
"1329",1975,"Oct","ker",NA,"southern"
"1330",1975,"Oct","nzd",NA,"southern"
"1331",1975,"Nov","alt",NA,"northern"
"1332",1975,"Nov","mlo",329.01,"northern"
"1333",1975,"Nov","kum",NA,"northern"
"1334",1975,"Nov","chr",332.52,"northern"
"1335",1975,"Nov","sam",NA,"southern"
"1336",1975,"Nov","ker",NA,"southern"
"1337",1975,"Nov","nzd",NA,"southern"
"1338",1975,"Dec","alt",NA,"northern"
"1339",1975,"Dec","mlo",330.74,"northern"
"1340",1975,"Dec","kum",NA,"northern"
"1341",1975,"Dec","chr",332.64,"northern"
"1342",1975,"Dec","sam",NA,"southern"
"1343",1975,"Dec","ker",NA,"southern"
"1344",1975,"Dec","nzd",NA,"southern"
"1345",1976,"Jan","alt",NA,"northern"
"1346",1976,"Jan","mlo",331.23,"northern"
"1347",1976,"Jan","kum",NA,"northern"
"1348",1976,"Jan","chr",332.85,"northern"
"1349",1976,"Jan","sam",NA,"southern"
"1350",1976,"Jan","ker",NA,"southern"
"1351",1976,"Jan","nzd",NA,"southern"
"1352",1976,"Feb","alt",NA,"northern"
"1353",1976,"Feb","mlo",332.79,"northern"
"1354",1976,"Feb","kum",NA,"northern"
"1355",1976,"Feb","chr",332.25,"northern"
"1356",1976,"Feb","sam",NA,"southern"
"1357",1976,"Feb","ker",NA,"southern"
"1358",1976,"Feb","nzd",NA,"southern"
"1359",1976,"Mar","alt",NA,"northern"
"1360",1976,"Mar","mlo",334.25,"northern"
"1361",1976,"Mar","kum",NA,"northern"
"1362",1976,"Mar","chr",333.07,"northern"
"1363",1976,"Mar","sam",NA,"southern"
"1364",1976,"Mar","ker",NA,"southern"
"1365",1976,"Mar","nzd",NA,"southern"
"1366",1976,"Apr","alt",NA,"northern"
"1367",1976,"Apr","mlo",334.71,"northern"
"1368",1976,"Apr","kum",NA,"northern"
"1369",1976,"Apr","chr",334.32,"northern"
"1370",1976,"Apr","sam",NA,"southern"
"1371",1976,"Apr","ker",NA,"southern"
"1372",1976,"Apr","nzd",NA,"southern"
"1373",1976,"May","alt",NA,"northern"
"1374",1976,"May","mlo",334.65,"northern"
"1375",1976,"May","kum",NA,"northern"
"1376",1976,"May","chr",333.81,"northern"
"1377",1976,"May","sam",NA,"southern"
"1378",1976,"May","ker",NA,"southern"
"1379",1976,"May","nzd",NA,"southern"
"1380",1976,"Jun","alt",NA,"northern"
"1381",1976,"Jun","mlo",334.73,"northern"
"1382",1976,"Jun","kum",NA,"northern"
"1383",1976,"Jun","chr",333.36,"northern"
"1384",1976,"Jun","sam",NA,"southern"
"1385",1976,"Jun","ker",NA,"southern"
"1386",1976,"Jun","nzd",NA,"southern"
"1387",1976,"Jul","alt",NA,"northern"
"1388",1976,"Jul","mlo",332.4,"northern"
"1389",1976,"Jul","kum",NA,"northern"
"1390",1976,"Jul","chr",333.15,"northern"
"1391",1976,"Jul","sam",NA,"southern"
"1392",1976,"Jul","ker",NA,"southern"
"1393",1976,"Jul","nzd",NA,"southern"
"1394",1976,"Aug","alt",NA,"northern"
"1395",1976,"Aug","mlo",330.66,"northern"
"1396",1976,"Aug","kum",NA,"northern"
"1397",1976,"Aug","chr",332.42,"northern"
"1398",1976,"Aug","sam",NA,"southern"
"1399",1976,"Aug","ker",NA,"southern"
"1400",1976,"Aug","nzd",NA,"southern"
"1401",1976,"Sep","alt",NA,"northern"
"1402",1976,"Sep","mlo",328.79,"northern"
"1403",1976,"Sep","kum",NA,"northern"
"1404",1976,"Sep","chr",331.91,"northern"
"1405",1976,"Sep","sam",NA,"southern"
"1406",1976,"Sep","ker",NA,"southern"
"1407",1976,"Sep","nzd",NA,"southern"
"1408",1976,"Oct","alt",NA,"northern"
"1409",1976,"Oct","mlo",328.5,"northern"
"1410",1976,"Oct","kum",NA,"northern"
"1411",1976,"Oct","chr",331.85,"northern"
"1412",1976,"Oct","sam",NA,"southern"
"1413",1976,"Oct","ker",NA,"southern"
"1414",1976,"Oct","nzd",NA,"southern"
"1415",1976,"Nov","alt",NA,"northern"
"1416",1976,"Nov","mlo",330.71,"northern"
"1417",1976,"Nov","kum",NA,"northern"
"1418",1976,"Nov","chr",332.04,"northern"
"1419",1976,"Nov","sam",NA,"southern"
"1420",1976,"Nov","ker",NA,"southern"
"1421",1976,"Nov","nzd",NA,"southern"
"1422",1976,"Dec","alt",NA,"northern"
"1423",1976,"Dec","mlo",332.18,"northern"
"1424",1976,"Dec","kum",NA,"northern"
"1425",1976,"Dec","chr",332.63,"northern"
"1426",1976,"Dec","sam",NA,"southern"
"1427",1976,"Dec","ker",NA,"southern"
"1428",1976,"Dec","nzd",NA,"southern"
"1429",1977,"Jan","alt",NA,"northern"
"1430",1977,"Jan","mlo",333.11,"northern"
"1431",1977,"Jan","kum",NA,"northern"
"1432",1977,"Jan","chr",333.01,"northern"
"1433",1977,"Jan","sam",NA,"southern"
"1434",1977,"Jan","ker",NA,"southern"
"1435",1977,"Jan","nzd",NA,"southern"
"1436",1977,"Feb","alt",NA,"northern"
"1437",1977,"Feb","mlo",333.08,"northern"
"1438",1977,"Feb","kum",NA,"northern"
"1439",1977,"Feb","chr",333.44,"northern"
"1440",1977,"Feb","sam",NA,"southern"
"1441",1977,"Feb","ker",NA,"southern"
"1442",1977,"Feb","nzd",NA,"southern"
"1443",1977,"Mar","alt",NA,"northern"
"1444",1977,"Mar","mlo",334.31,"northern"
"1445",1977,"Mar","kum",NA,"northern"
"1446",1977,"Mar","chr",335.05,"northern"
"1447",1977,"Mar","sam",NA,"southern"
"1448",1977,"Mar","ker",NA,"southern"
"1449",1977,"Mar","nzd",NA,"southern"
"1450",1977,"Apr","alt",NA,"northern"
"1451",1977,"Apr","mlo",336.18,"northern"
"1452",1977,"Apr","kum",NA,"northern"
"1453",1977,"Apr","chr",335.99,"northern"
"1454",1977,"Apr","sam",NA,"southern"
"1455",1977,"Apr","ker",NA,"southern"
"1456",1977,"Apr","nzd",NA,"southern"
"1457",1977,"May","alt",NA,"northern"
"1458",1977,"May","mlo",336.73,"northern"
"1459",1977,"May","kum",NA,"northern"
"1460",1977,"May","chr",335.52,"northern"
"1461",1977,"May","sam",NA,"southern"
"1462",1977,"May","ker",NA,"southern"
"1463",1977,"May","nzd",NA,"southern"
"1464",1977,"Jun","alt",NA,"northern"
"1465",1977,"Jun","mlo",336.49,"northern"
"1466",1977,"Jun","kum",NA,"northern"
"1467",1977,"Jun","chr",334.86,"northern"
"1468",1977,"Jun","sam",NA,"southern"
"1469",1977,"Jun","ker",NA,"southern"
"1470",1977,"Jun","nzd",NA,"southern"
"1471",1977,"Jul","alt",NA,"northern"
"1472",1977,"Jul","mlo",334.95,"northern"
"1473",1977,"Jul","kum",NA,"northern"
"1474",1977,"Jul","chr",334.66,"northern"
"1475",1977,"Jul","sam",NA,"southern"
"1476",1977,"Jul","ker",NA,"southern"
"1477",1977,"Jul","nzd",332.77,"southern"
"1478",1977,"Aug","alt",NA,"northern"
"1479",1977,"Aug","mlo",331.69,"northern"
"1480",1977,"Aug","kum",NA,"northern"
"1481",1977,"Aug","chr",333.71,"northern"
"1482",1977,"Aug","sam",NA,"southern"
"1483",1977,"Aug","ker",NA,"southern"
"1484",1977,"Aug","nzd",332.99,"southern"
"1485",1977,"Sep","alt",NA,"northern"
"1486",1977,"Sep","mlo",330.8,"northern"
"1487",1977,"Sep","kum",NA,"northern"
"1488",1977,"Sep","chr",333.47,"northern"
"1489",1977,"Sep","sam",NA,"southern"
"1490",1977,"Sep","ker",NA,"southern"
"1491",1977,"Sep","nzd",332.56,"southern"
"1492",1977,"Oct","alt",NA,"northern"
"1493",1977,"Oct","mlo",330.37,"northern"
"1494",1977,"Oct","kum",NA,"northern"
"1495",1977,"Oct","chr",333.51,"northern"
"1496",1977,"Oct","sam",NA,"southern"
"1497",1977,"Oct","ker",NA,"southern"
"1498",1977,"Oct","nzd",332.35,"southern"
"1499",1977,"Nov","alt",NA,"northern"
"1500",1977,"Nov","mlo",332.56,"northern"
"1501",1977,"Nov","kum",NA,"northern"
"1502",1977,"Nov","chr",333.48,"northern"
"1503",1977,"Nov","sam",NA,"southern"
"1504",1977,"Nov","ker",NA,"southern"
"1505",1977,"Nov","nzd",333.8,"southern"
"1506",1977,"Dec","alt",NA,"northern"
"1507",1977,"Dec","mlo",334.12,"northern"
"1508",1977,"Dec","kum",NA,"northern"
"1509",1977,"Dec","chr",334.16,"northern"
"1510",1977,"Dec","sam",NA,"southern"
"1511",1977,"Dec","ker",NA,"southern"
"1512",1977,"Dec","nzd",333.33,"southern"
"1513",1978,"Jan","alt",NA,"northern"
"1514",1978,"Jan","mlo",335.38,"northern"
"1515",1978,"Jan","kum",NA,"northern"
"1516",1978,"Jan","chr",335.1,"northern"
"1517",1978,"Jan","sam",NA,"southern"
"1518",1978,"Jan","ker",NA,"southern"
"1519",1978,"Jan","nzd",333.5,"southern"
"1520",1978,"Feb","alt",NA,"northern"
"1521",1978,"Feb","mlo",336.13,"northern"
"1522",1978,"Feb","kum",NA,"northern"
"1523",1978,"Feb","chr",335.58,"northern"
"1524",1978,"Feb","sam",NA,"southern"
"1525",1978,"Feb","ker",NA,"southern"
"1526",1978,"Feb","nzd",333.27,"southern"
"1527",1978,"Mar","alt",NA,"northern"
"1528",1978,"Mar","mlo",337.04,"northern"
"1529",1978,"Mar","kum",NA,"northern"
"1530",1978,"Mar","chr",335.86,"northern"
"1531",1978,"Mar","sam",NA,"southern"
"1532",1978,"Mar","ker",NA,"southern"
"1533",1978,"Mar","nzd",332.89,"southern"
"1534",1978,"Apr","alt",NA,"northern"
"1535",1978,"Apr","mlo",337.99,"northern"
"1536",1978,"Apr","kum",NA,"northern"
"1537",1978,"Apr","chr",335.69,"northern"
"1538",1978,"Apr","sam",NA,"southern"
"1539",1978,"Apr","ker",NA,"southern"
"1540",1978,"Apr","nzd",333.47,"southern"
"1541",1978,"May","alt",NA,"northern"
"1542",1978,"May","mlo",338.6,"northern"
"1543",1978,"May","kum",NA,"northern"
"1544",1978,"May","chr",336.2,"northern"
"1545",1978,"May","sam",NA,"southern"
"1546",1978,"May","ker",NA,"southern"
"1547",1978,"May","nzd",333.24,"southern"
"1548",1978,"Jun","alt",NA,"northern"
"1549",1978,"Jun","mlo",337.77,"northern"
"1550",1978,"Jun","kum",NA,"northern"
"1551",1978,"Jun","chr",335.97,"northern"
"1552",1978,"Jun","sam",NA,"southern"
"1553",1978,"Jun","ker",NA,"southern"
"1554",1978,"Jun","nzd",333.79,"southern"
"1555",1978,"Jul","alt",NA,"northern"
"1556",1978,"Jul","mlo",336.69,"northern"
"1557",1978,"Jul","kum",NA,"northern"
"1558",1978,"Jul","chr",336.08,"northern"
"1559",1978,"Jul","sam",NA,"southern"
"1560",1978,"Jul","ker",NA,"southern"
"1561",1978,"Jul","nzd",334.91,"southern"
"1562",1978,"Aug","alt",NA,"northern"
"1563",1978,"Aug","mlo",334.14,"northern"
"1564",1978,"Aug","kum",NA,"northern"
"1565",1978,"Aug","chr",335.8,"northern"
"1566",1978,"Aug","sam",NA,"southern"
"1567",1978,"Aug","ker",NA,"southern"
"1568",1978,"Aug","nzd",334.13,"southern"
"1569",1978,"Sep","alt",NA,"northern"
"1570",1978,"Sep","mlo",332.82,"northern"
"1571",1978,"Sep","kum",NA,"northern"
"1572",1978,"Sep","chr",335.14,"northern"
"1573",1978,"Sep","sam",NA,"southern"
"1574",1978,"Sep","ker",NA,"southern"
"1575",1978,"Sep","nzd",335.73,"southern"
"1576",1978,"Oct","alt",NA,"northern"
"1577",1978,"Oct","mlo",332.84,"northern"
"1578",1978,"Oct","kum",NA,"northern"
"1579",1978,"Oct","chr",335.46,"northern"
"1580",1978,"Oct","sam",NA,"southern"
"1581",1978,"Oct","ker",NA,"southern"
"1582",1978,"Oct","nzd",334.53,"southern"
"1583",1978,"Nov","alt",NA,"northern"
"1584",1978,"Nov","mlo",334.28,"northern"
"1585",1978,"Nov","kum",NA,"northern"
"1586",1978,"Nov","chr",335.05,"northern"
"1587",1978,"Nov","sam",NA,"southern"
"1588",1978,"Nov","ker",NA,"southern"
"1589",1978,"Nov","nzd",334.44,"southern"
"1590",1978,"Dec","alt",NA,"northern"
"1591",1978,"Dec","mlo",335.04,"northern"
"1592",1978,"Dec","kum",NA,"northern"
"1593",1978,"Dec","chr",335.81,"northern"
"1594",1978,"Dec","sam",NA,"southern"
"1595",1978,"Dec","ker",NA,"southern"
"1596",1978,"Dec","nzd",334.64,"southern"
"1597",1979,"Jan","alt",NA,"northern"
"1598",1979,"Jan","mlo",336.41,"northern"
"1599",1979,"Jan","kum",NA,"northern"
"1600",1979,"Jan","chr",336.32,"northern"
"1601",1979,"Jan","sam",NA,"southern"
"1602",1979,"Jan","ker",NA,"southern"
"1603",1979,"Jan","nzd",333.57,"southern"
"1604",1979,"Feb","alt",NA,"northern"
"1605",1979,"Feb","mlo",336.92,"northern"
"1606",1979,"Feb","kum",NA,"northern"
"1607",1979,"Feb","chr",336.89,"northern"
"1608",1979,"Feb","sam",NA,"southern"
"1609",1979,"Feb","ker",NA,"southern"
"1610",1979,"Feb","nzd",335.21,"southern"
"1611",1979,"Mar","alt",NA,"northern"
"1612",1979,"Mar","mlo",338.41,"northern"
"1613",1979,"Mar","kum",338.94,"northern"
"1614",1979,"Mar","chr",337.56,"northern"
"1615",1979,"Mar","sam",NA,"southern"
"1616",1979,"Mar","ker",NA,"southern"
"1617",1979,"Mar","nzd",335.11,"southern"
"1618",1979,"Apr","alt",NA,"northern"
"1619",1979,"Apr","mlo",338.45,"northern"
"1620",1979,"Apr","kum",339.73,"northern"
"1621",1979,"Apr","chr",338.71,"northern"
"1622",1979,"Apr","sam",NA,"southern"
"1623",1979,"Apr","ker",NA,"southern"
"1624",1979,"Apr","nzd",334.95,"southern"
"1625",1979,"May","alt",NA,"northern"
"1626",1979,"May","mlo",339.44,"northern"
"1627",1979,"May","kum",343.5,"northern"
"1628",1979,"May","chr",338.58,"northern"
"1629",1979,"May","sam",NA,"southern"
"1630",1979,"May","ker",NA,"southern"
"1631",1979,"May","nzd",334.63,"southern"
"1632",1979,"Jun","alt",NA,"northern"
"1633",1979,"Jun","mlo",339.03,"northern"
"1634",1979,"Jun","kum",340.05,"northern"
"1635",1979,"Jun","chr",337.84,"northern"
"1636",1979,"Jun","sam",NA,"southern"
"1637",1979,"Jun","ker",NA,"southern"
"1638",1979,"Jun","nzd",335.62,"southern"
"1639",1979,"Jul","alt",NA,"northern"
"1640",1979,"Jul","mlo",338.24,"northern"
"1641",1979,"Jul","kum",337.38,"northern"
"1642",1979,"Jul","chr",337.63,"northern"
"1643",1979,"Jul","sam",NA,"southern"
"1644",1979,"Jul","ker",NA,"southern"
"1645",1979,"Jul","nzd",336.15,"southern"
"1646",1979,"Aug","alt",NA,"northern"
"1647",1979,"Aug","mlo",336.24,"northern"
"1648",1979,"Aug","kum",336.73,"northern"
"1649",1979,"Aug","chr",336.98,"northern"
"1650",1979,"Aug","sam",NA,"southern"
"1651",1979,"Aug","ker",NA,"southern"
"1652",1979,"Aug","nzd",336.34,"southern"
"1653",1979,"Sep","alt",NA,"northern"
"1654",1979,"Sep","mlo",333.6,"northern"
"1655",1979,"Sep","kum",333.67,"northern"
"1656",1979,"Sep","chr",336.46,"northern"
"1657",1979,"Sep","sam",NA,"southern"
"1658",1979,"Sep","ker",NA,"southern"
"1659",1979,"Sep","nzd",336.27,"southern"
"1660",1979,"Oct","alt",NA,"northern"
"1661",1979,"Oct","mlo",333.91,"northern"
"1662",1979,"Oct","kum",334.69,"northern"
"1663",1979,"Oct","chr",336.32,"northern"
"1664",1979,"Oct","sam",NA,"southern"
"1665",1979,"Oct","ker",NA,"southern"
"1666",1979,"Oct","nzd",335.73,"southern"
"1667",1979,"Nov","alt",NA,"northern"
"1668",1979,"Nov","mlo",335.62,"northern"
"1669",1979,"Nov","kum",337.09,"northern"
"1670",1979,"Nov","chr",336.8,"northern"
"1671",1979,"Nov","sam",NA,"southern"
"1672",1979,"Nov","ker",NA,"southern"
"1673",1979,"Nov","nzd",334.89,"southern"
"1674",1979,"Dec","alt",NA,"northern"
"1675",1979,"Dec","mlo",337.22,"northern"
"1676",1979,"Dec","kum",337.94,"northern"
"1677",1979,"Dec","chr",337.39,"northern"
"1678",1979,"Dec","sam",NA,"southern"
"1679",1979,"Dec","ker",NA,"southern"
"1680",1979,"Dec","nzd",335.49,"southern"
"1681",1980,"Jan","alt",NA,"northern"
"1682",1980,"Jan","mlo",338.12,"northern"
"1683",1980,"Jan","kum",339.43,"northern"
"1684",1980,"Jan","chr",338.48,"northern"
"1685",1980,"Jan","sam",NA,"southern"
"1686",1980,"Jan","ker",NA,"southern"
"1687",1980,"Jan","nzd",335.67,"southern"
"1688",1980,"Feb","alt",NA,"northern"
"1689",1980,"Feb","mlo",339.31,"northern"
"1690",1980,"Feb","kum",340.66,"northern"
"1691",1980,"Feb","chr",338.85,"northern"
"1692",1980,"Feb","sam",NA,"southern"
"1693",1980,"Feb","ker",NA,"southern"
"1694",1980,"Feb","nzd",335.78,"southern"
"1695",1980,"Mar","alt",NA,"northern"
"1696",1980,"Mar","mlo",340.31,"northern"
"1697",1980,"Mar","kum",340.67,"northern"
"1698",1980,"Mar","chr",339.66,"northern"
"1699",1980,"Mar","sam",NA,"southern"
"1700",1980,"Mar","ker",NA,"southern"
"1701",1980,"Mar","nzd",336.36,"southern"
"1702",1980,"Apr","alt",NA,"northern"
"1703",1980,"Apr","mlo",340.36,"northern"
"1704",1980,"Apr","kum",342.62,"northern"
"1705",1980,"Apr","chr",340.44,"northern"
"1706",1980,"Apr","sam",NA,"southern"
"1707",1980,"Apr","ker",NA,"southern"
"1708",1980,"Apr","nzd",336.36,"southern"
"1709",1980,"May","alt",NA,"northern"
"1710",1980,"May","mlo",341.73,"northern"
"1711",1980,"May","kum",343.3,"northern"
"1712",1980,"May","chr",339.87,"northern"
"1713",1980,"May","sam",NA,"southern"
"1714",1980,"May","ker",NA,"southern"
"1715",1980,"May","nzd",337.08,"southern"
"1716",1980,"Jun","alt",NA,"northern"
"1717",1980,"Jun","mlo",341.03,"northern"
"1718",1980,"Jun","kum",341.59,"northern"
"1719",1980,"Jun","chr",339.39,"northern"
"1720",1980,"Jun","sam",NA,"southern"
"1721",1980,"Jun","ker",NA,"southern"
"1722",1980,"Jun","nzd",337.01,"southern"
"1723",1980,"Jul","alt",NA,"northern"
"1724",1980,"Jul","mlo",338.54,"northern"
"1725",1980,"Jul","kum",338.03,"northern"
"1726",1980,"Jul","chr",340.21,"northern"
"1727",1980,"Jul","sam",NA,"southern"
"1728",1980,"Jul","ker",NA,"southern"
"1729",1980,"Jul","nzd",338.6,"southern"
"1730",1980,"Aug","alt",NA,"northern"
"1731",1980,"Aug","mlo",337.58,"northern"
"1732",1980,"Aug","kum",336.66,"northern"
"1733",1980,"Aug","chr",339.23,"northern"
"1734",1980,"Aug","sam",NA,"southern"
"1735",1980,"Aug","ker",NA,"southern"
"1736",1980,"Aug","nzd",337.42,"southern"
"1737",1980,"Sep","alt",NA,"northern"
"1738",1980,"Sep","mlo",335.68,"northern"
"1739",1980,"Sep","kum",335.12,"northern"
"1740",1980,"Sep","chr",338.4,"northern"
"1741",1980,"Sep","sam",NA,"southern"
"1742",1980,"Sep","ker",NA,"southern"
"1743",1980,"Sep","nzd",337.78,"southern"
"1744",1980,"Oct","alt",NA,"northern"
"1745",1980,"Oct","mlo",336.28,"northern"
"1746",1980,"Oct","kum",336.28,"northern"
"1747",1980,"Oct","chr",338.38,"northern"
"1748",1980,"Oct","sam",NA,"southern"
"1749",1980,"Oct","ker",NA,"southern"
"1750",1980,"Oct","nzd",337.42,"southern"
"1751",1980,"Nov","alt",NA,"northern"
"1752",1980,"Nov","mlo",337.34,"northern"
"1753",1980,"Nov","kum",338.98,"northern"
"1754",1980,"Nov","chr",338.72,"northern"
"1755",1980,"Nov","sam",NA,"southern"
"1756",1980,"Nov","ker",NA,"southern"
"1757",1980,"Nov","nzd",337.75,"southern"
"1758",1980,"Dec","alt",NA,"northern"
"1759",1980,"Dec","mlo",338.86,"northern"
"1760",1980,"Dec","kum",339.08,"northern"
"1761",1980,"Dec","chr",339.38,"northern"
"1762",1980,"Dec","sam",NA,"southern"
"1763",1980,"Dec","ker",NA,"southern"
"1764",1980,"Dec","nzd",337.59,"southern"
"1765",1981,"Jan","alt",NA,"northern"
"1766",1981,"Jan","mlo",339.71,"northern"
"1767",1981,"Jan","kum",341.06,"northern"
"1768",1981,"Jan","chr",340.62,"northern"
"1769",1981,"Jan","sam",NA,"southern"
"1770",1981,"Jan","ker",NA,"southern"
"1771",1981,"Jan","nzd",337.38,"southern"
"1772",1981,"Feb","alt",NA,"northern"
"1773",1981,"Feb","mlo",340.56,"northern"
"1774",1981,"Feb","kum",341.01,"northern"
"1775",1981,"Feb","chr",340.77,"northern"
"1776",1981,"Feb","sam",NA,"southern"
"1777",1981,"Feb","ker",NA,"southern"
"1778",1981,"Feb","nzd",337.22,"southern"
"1779",1981,"Mar","alt",NA,"northern"
"1780",1981,"Mar","mlo",341.29,"northern"
"1781",1981,"Mar","kum",342.82,"northern"
"1782",1981,"Mar","chr",341.38,"northern"
"1783",1981,"Mar","sam",NA,"southern"
"1784",1981,"Mar","ker",NA,"southern"
"1785",1981,"Mar","nzd",337.26,"southern"
"1786",1981,"Apr","alt",NA,"northern"
"1787",1981,"Apr","mlo",343.21,"northern"
"1788",1981,"Apr","kum",342.64,"northern"
"1789",1981,"Apr","chr",341.23,"northern"
"1790",1981,"Apr","sam",NA,"southern"
"1791",1981,"Apr","ker",NA,"southern"
"1792",1981,"Apr","nzd",337.67,"southern"
"1793",1981,"May","alt",NA,"northern"
"1794",1981,"May","mlo",343.18,"northern"
"1795",1981,"May","kum",343.77,"northern"
"1796",1981,"May","chr",340.96,"northern"
"1797",1981,"May","sam",NA,"southern"
"1798",1981,"May","ker",NA,"southern"
"1799",1981,"May","nzd",338.86,"southern"
"1800",1981,"Jun","alt",NA,"northern"
